SMILES,Title
FCCN1CCN(CC1)c(nc2)ncc2Cl,F6543-1089
FCC1CN(C1)c(n2)[nH+]ccc2N(C)C,F6543-5423
FCC1CN(C1)c(n2)nccc2N(C)C,F6543-5423
FCC1CN(C1)c([nH+]2)nccc2N(C)C,F6543-5423
C[C@H]1CN(C[C@@H](O1)C)c(nc2)ncc2Br,F6543-7248
C[C@H]1CN(C[C@@H](O1)C)c(nc2)ncc2F,F6543-7249
C[C@H]1CN(C[C@@H](O1)C)c(nc2)ncc2Cl,F6543-7251
FC(F)(F)c1ccnc(n1)N2C[C@@H](C[C@@H]23)SC3,F6543-8988
Cc1cncc(n1)N2C[C@@H](C[C@@H]23)SC3,F6543-9052
c1ncccc1C[N@H+](CC2)CC[C@@H]2OC,F6544-0039
c1ncccc1CN(CC2)CCC2OC,F6544-0039
COC1CCN(CC1)c(nc2)ncc2F,F6544-0089
COC1CCN(CC1)c(nc2)ncc2Cl,F6544-0091
CC(=O)[C@@H]1CCN(C1)c([nH+]cn2)cc2N(C)C,F6545-0190
CC(=O)[C@@H]1CCN(C1)c(ncn2)cc2N(C)C,F6545-0190
Cc1ccnc(n1)N(C2)C[C@H]([C@H]23)C[N@H+](C3)C4CC4,F6546-0843
Cc1ccnc(n1)N(C2)C[C@H]([C@H]23)C[N@@H+](C3)C4CC4,F6546-0843
C1CCC12[C@@H](C([O-])=O)CN(C2)c3ncccn3,F6559-5273
C1CCC12[C@@H](C([O-])=O)CN(C2)c(nc3)ncc3Cl,F6559-5276
C1CCC12[C@@H](C([O-])=O)CN(C2)c(nc3)ncc3F,F6559-5277
C1CCC12[C@@H](C([O-])=O)C[N@H+](C2)c3cnccn3,F6559-5278
C1CCC12[C@@H](C([O-])=O)CN(C2)c3cnccn3,F6559-5278
[O-]C(=O)[C@@H]1[C@H](C(F)(F)F)CN(C1)c(n2)nc(C)cc2C,F6559-5570
FC(F)(F)c1ccnc(n1)N2C[C@@H](C[C@@H]23)OC3,F6543-1966
Cc1nc(cc[nH+]1)N2C[C@@H](C[C@@H]23)SC3,F6543-9050
Cc1nc(ccn1)N2C[C@@H](C[C@@H]23)SC3,F6543-9050
O=c1ccn(c(=O)n1C)C2CC[NH2+]CC2,F1903-9689
O=c1ccn(c(=O)n1C)[C@H]2CCC[NH2+]C2,F1903-9690
C1OC[C@@H](F)[C@H]1[NH2+]Cc2c(C)noc2C,F6438-6692
C1OC[C@@H](F)[C@H]1NCc2c(C)noc2C,F6438-6692
FC(F)(F)c1cc(ncn1)NC2CCOCC2,F6541-0117
Clc1cnc(nc1)O[C@@H]([C@@H]2[NH3+])CCCC2,F6608-3047
s1ccnc1O[C@@H]([C@@H]2[NH3+])CCCC2,F6608-3048
Cc1cnc(nc1)N(CC2)CCC2[N@H+](C3)CC[C@H]3O,F6614-0032
FC(F)(F)c1cc(ncn1)N[C@@H]([C@]2(C)O)CC2,F6619-2081
C[C@]1(O)[C@@H](CC1)N(C)c2c(F)cncn2,F6619-2106
C[C@]1(O)[C@@H](CC1)N(C)c2c(F)c[nH+]cn2,F6619-2106
[O-]C(=O)C1CCN(CC1)c([nH]n2)cc2C,F6660-4388
OC[C@@H]1CCC[N@@H+]1C2CCN(CC2)c(nc3)ncc3Br,F6725-0286
OC[C@@H]1CCC[N@@H+]1C2CCN(CC2)c(nc3)ncc3Cl,F6725-0287
FC(F)(F)c1ccnc(n1)N(CC2)CCC2[N@H+](C3)CC[C@H]3O,F6725-0312
COc1ccnc(n1)N(CC2)CCC2[N@H+](C3)CC[C@H]3O,F6725-0325
Cc1nnc(s1)N(C2)CC[C@@H]2N(C3=O)CCO3,F6725-2742
FC(F)(F)c1ccnc(n1)N(C2)CC[C@@H]2N(C3=O)CCO3,F6725-2763
Cc1cc(ncn1)N(CC2)CCC2[N@H+](C3)CC[C@H]3O,F6540-0486
Cc1cc(nc[nH+]1)N(CC2)CCC2[N@H+](C3)CC[C@H]3O,F6540-0486
C=C(C1)C[C@H](CC[C@H]12)[N@H+]2Cc3cocn3,F6672-1486
C=C(C1)C[C@@H](CC[C@@H]12)[N@H+]2Cc3cocn3,F6672-1486
C=C(C1)C[C@H](CC[C@H]12)N2Cc3cocn3,F6672-1486
FC(F)(F)CN(C)C1CN(C1)c2cnccn2,F6675-8150
[nH]1c(=O)n(C)c(=O)cc1N2[C@@H](CC[C@@H]23)CC(C3)=C4CC4,F6672-2407
FC(F)(F)c1ccc(nc1)N(C)[C@@H]2[C@H](O)COC2,F6438-6405
